632.2033898305085, 1297.2891566265062
635.5932203389831, 1040.0602409638554
640.2542372881356, 787.0481927710844
644.9152542372882, 546.6867469879517
647.0338983050848, 468.6746987951806
649.1858913998744, 417.93563141454683
652.1284526051476, 371.56961178045503
655.5614406779662, 332.5245426149038
660.2204959196486, 294.6996318607762
665.8604048964219, 260.5351963409189
671.0098870056497, 234.9118697010258
676.8950094161959, 210.5087014725566
684.2514124293785, 186.10553324408716
692.5886691776523, 162.92252342704114
700.1902856246077, 144.62014725568906
709.9988229755179, 122.65729585006648
719.0717200251099, 105.57507809013805
730.1063245448839, 87.27270191878574
744.3287037037037, 68.97032574743389
757.8154425612054, 56.76874163319917
778.4133709981168, 45.17723672467605
797.2948053986189, 37.85628625613526
815.6858129315757, 32.36557340472973
856.3912429378531, 25.044622936188716
906.4147834274954, 18.333751673359984
962.5686597614564, 12.23295961624217
